,epoch,training_loss,training_entropy,validation_loss,validation_entropy,best_loss
0,0,7740.810516999897,0.0,7740.810516999897,0.0,*
1,1,45.76045310497284,0.06101138176745735,99.60775321910256,0.061611876862221644,*
2,2,13.921133382245898,0.057095528522040695,19.96224560894464,0.05580850305819982,*
3,3,7.066596856340766,0.060131985548650846,17.47541835715896,0.05950183859340062,*
4,4,8.718868043739349,0.05871613963972777,11.947340082808545,0.05883630898438002,*
5,5,6.1812346037477255,0.059145264778635465,11.02269980248652,0.05952961734790159,*
6,6,6.159768480807543,0.0592182428954402,8.315275911202557,0.06043737783881002,*
7,7,5.797414117492735,0.06095791056577582,7.4331156779276695,0.0603245599440446,*
8,8,2.798366296570748,0.059906258509727195,6.934649379786692,0.06052414015376646,*
9,9,8.093202909454703,0.060107657132903114,6.576109066527141,0.06015317255729123,*
10,10,3.075128058437258,0.060356168425641954,6.252948732085918,0.05973899420595875,*
11,11,3.350138277746737,0.058918667389662005,5.657424269302895,0.059332211720021934,*
12,12,2.8390165851451457,0.05669711375958286,5.063951244597372,0.059018660819550095,*
13,13,1.668980218237266,0.06048951936827507,4.418715916848496,0.05931902922150728,*
14,14,3.4597388776019216,0.05812413270177785,4.043578413834697,0.05952418816128844,*
15,15,2.3684128122404218,0.06096373689069878,3.6973131264903043,0.06023830443522648,*
16,16,1.05746078514494,0.05860932082578074,3.454529826676375,0.05956469743610605,*
17,17,3.2580854217521846,0.058991610872908495,3.2684261355745163,0.059150422820331235,*
18,18,1.6300666842143983,0.05582393410441,3.186439930726039,0.05867503071939083,*
19,19,4.550209904555231,0.06012500297219958,2.9998029939830304,0.059303062678755895,*
20,20,1.6057264944538474,0.05766384092567023,2.8124684403993583,0.058991227316130934,*
21,21,1.6329935162793845,0.05951072525931522,2.636427201801225,0.05832867407436042,*
22,22,0.7617289269110188,0.05816973792389035,2.474789502510899,0.05926208811763086,*
23,23,1.867977580288425,0.056267851061420515,2.425869320215363,0.05824997225825332,*
24,24,1.1330690893810242,0.057408442604355514,2.278107684811479,0.058189150877296925,*
25,25,1.8023580205626786,0.05659512856800575,2.313808636367321,0.05741027484549896,
26,26,0.8496014456031844,0.056784632222843356,2.127108380727862,0.05833750055661719,*
27,27,1.2492882682709023,0.057092898787232116,1.89960852637887,0.05708254941886193,*
28,28,2.056714274920523,0.0568968483567005,5.682505173902762,0.05790449926433595,
29,29,1.2183460684027523,0.05858122152858414,1.8902739066434533,0.05744949266755659,*
30,30,1.0593050447059795,0.056269000269821845,1.6334711853414774,0.05631920810739853,*
31,31,0.45124244631733745,0.05662829664652236,1.556858278418842,0.056138516023853106,*
32,32,1.7210638257674873,0.055658649289398454,1.6245748996146416,0.05335465020157005,
33,33,0.4830032180179842,0.05390182301925961,1.440815698590718,0.055119238526707415,*
34,34,0.7264457851997577,0.055930435948539525,1.3848814849398638,0.055637257546186446,*
35,35,2.5702770981006324,0.05471149965887889,1.4369825903326272,0.05690550093882178,
36,36,0.47192562551936135,0.05407801779801957,1.31142725730805,0.05622764509906502,*
37,37,0.46920700947521254,0.056201675717602484,1.2687039545099987,0.05692608434412824,*
38,38,0.8936875285580754,0.058764336368767545,1.2269454146294216,0.05784706416000661,*
39,39,1.413243524148129,0.05787364297430031,1.2022232863757956,0.05806816446251775,*
40,40,1.009293643408455,0.05616954567085486,1.1384836925291701,0.05784776047068207,*
41,41,0.5359302901779301,0.0518687616859097,1.1243286950219618,0.05729370513244679,*
42,42,0.3873180683294777,0.05626192035560962,1.0636555054666181,0.0584899985525561,*
43,43,0.4885042983223684,0.05520679186156485,1.0781266423040314,0.058560743827470826,
44,44,0.3878782647079788,0.058024818121339194,1.0167225746633974,0.05844726027724774,*
45,45,1.263924746774137,0.058441406828933395,1.084742809185072,0.05895819092463506,
46,46,0.5409347487147897,0.06053510986384936,1.0135784728158461,0.05918541877089362,*
47,47,0.3710604145890102,0.05951535467465874,0.9525436005800179,0.059158280869259644,*
48,48,0.6269867807859555,0.059184964949963614,0.9984560111537576,0.059013887154134484,
49,49,0.6429910690058023,0.057012230332475156,0.926206395186876,0.05944189951559038,*
50,50,0.7528849045047536,0.057470203886623494,0.9051510977117638,0.0590139589296948,*
51,51,0.40235179266892374,0.059046522743301466,0.8935259638746318,0.05951563772059193,*
52,52,0.65757810336072,0.05695676716277376,0.8877491473955543,0.059136010434380486,*
