,epoch,training_loss,training_entropy,validation_loss,validation_entropy,best_loss
0,0,7494.31306248715,0.0,7494.31306248715,0.0,*
1,1,21.862807106226683,0.06010465403960552,40.93759563659367,0.060661163678588835,*
2,2,7.2579913986846805,0.062187412375351414,21.93675471261928,0.06201223513405574,*
3,3,6.76959316059947,0.06145285077218432,16.317818810751564,0.0624203919016413,*
4,4,7.474359165877104,0.06110577566141728,13.612276286671037,0.06185151710125961,*
5,5,5.343781910836697,0.06138442984956782,11.431054159763612,0.06195223610358019,*
6,6,4.46356959361583,0.06092539188102819,11.110630691522045,0.06191204998789257,*
7,7,6.109247962012887,0.06058620830299333,9.99991225561029,0.06169503861303,*
8,8,2.8991630603559315,0.05818779037508648,9.243322134017944,0.06121688519947623,*
9,9,3.715082344133407,0.061593054662807845,7.956609589881019,0.061426129746005725,*
10,10,2.7300109141506255,0.0610810459475033,6.423179757595062,0.06189604398647421,*
11,11,4.969885545317084,0.06094074109569192,6.1076391488313675,0.061211745095390235,*
12,12,2.4040116667747498,0.060535676617291756,4.984125085724028,0.06166376208543385,*
13,13,1.62080346676521,0.06129617884289473,4.516144934022113,0.06147797931671927,*
14,14,2.696092721540481,0.06025038688676432,4.323972808295174,0.061310645320305696,*
15,15,2.9834263746161014,0.06018768351350445,3.98071374975537,0.061591051031198156,*
16,16,1.9587170594604686,0.06127786109573208,3.675891289114952,0.061195151061799964,*
17,17,1.4438585576135665,0.059496749061509036,3.430132397303456,0.061233746390299576,*
18,18,0.6810970978112891,0.061469618827686645,2.973528516174931,0.06139886802013375,*
19,19,1.1665677146520466,0.06081183231435716,2.8150428893142623,0.06130734767617756,*
20,20,0.6989321527071297,0.06098465819377452,2.5143793568211166,0.06115073256047541,*
21,21,1.7041552148293704,0.061072242620866746,2.317869298160076,0.060681959964629065,*
22,22,1.0531111160526052,0.05699779717542697,2.231035243719816,0.06048004158625477,*
23,23,1.3614152915542945,0.06141475046752021,2.0704140175330012,0.060841101682499836,*
24,24,0.35496838952531107,0.06057241969392635,2.014453741182622,0.060236175350942896,*
25,25,0.5889990966534242,0.06003749983210582,1.9217506914154479,0.06041946745183515,*
26,26,0.5659393590176478,0.05778757769439835,1.783108360006621,0.06057954655813151,*
27,27,0.5641807931242511,0.057962824663263746,1.9057529003604463,0.060994671375833844,
28,28,0.676662603742443,0.060850273541291244,1.6408629709168485,0.06074975934859953,*
29,29,0.5248334718635306,0.05681472574360669,1.6004861288556926,0.06061828747930888,*
30,30,1.1938002090901136,0.05823613984102849,1.556863871216774,0.06021548427494341,*
31,31,0.7014757494907826,0.06074652829556726,1.4339977506744235,0.0603762483787968,*
32,32,0.7600908951717429,0.060112139632110484,1.4458041509123225,0.06024960812279268,
33,33,0.2971982259186916,0.060555504853255115,1.3311368819620264,0.060494101008302284,*
34,34,0.4219625472323969,0.06020475200784858,1.5395339251544915,0.05974054583593419,
35,35,1.1912426939234138,0.05991494847694412,1.3181997907985197,0.05990826843159371,*
36,36,0.41298116935649887,0.06004000737448223,1.20582698964955,0.0598409486248305,*
