,epoch,training_loss,training_entropy,validation_loss,validation_entropy,best_loss
37,37,0.9180600156541914,0.057395099254790694,2.606505680711646,0.056946802992177636,*
38,38,1.0849619539221749,0.05789310738327913,2.5254618504133663,0.056687225479828685,*
39,39,1.515122207463719,0.05511652612767648,2.6851205527390305,0.05717436071289213,
40,40,1.2882586827035993,0.05794123173109256,2.3660227157959812,0.05811548121763687,*
41,41,0.4932657912140712,0.056479969891370274,2.279927768087701,0.0578550445332535,*
42,42,0.3430661092570517,0.05727418228343595,2.230776419863105,0.05752127724944761,*
43,43,0.42782040644669905,0.05712327951914631,2.184062013618256,0.05725270148954893,*
44,44,0.4988286684383638,0.05425943400769029,2.1098901940411645,0.05785455051564464,*
45,45,0.979032626375556,0.059465859332703985,2.0862667002372053,0.05774422495037709,*
46,46,0.4915631231269799,0.055092968497774564,2.0118766167642255,0.05761620878290973,*
47,47,0.45617248356575146,0.05659223906695843,1.960334960998673,0.05789878473764187,*
48,48,0.7017078808275983,0.05742979656497482,1.9083662263264782,0.058295317503966784,*
49,49,0.7910449298797175,0.05758533620974049,1.8733310466534212,0.05880389154741639,*
50,50,0.3744346817256883,0.05492944779689424,1.87314177413324,0.057757134399817965,*
51,51,0.3592546236468479,0.05700912361498922,1.7993680819280837,0.05797862926939208,*
52,52,0.7686815793276764,0.05778556592122186,1.858935892464299,0.058269814504800656,
53,53,0.7826196025125682,0.05945481688831933,1.7762629045467628,0.058653583029579175,*
54,54,1.7192325335927308,0.05945823068032041,1.7210689872895417,0.05836813057478713,*
55,55,0.6675372124300338,0.059320127926184796,1.6777701607366142,0.05840119316830839,*
56,56,0.6946437385631725,0.05830014149250928,1.6590587221870297,0.0586020939003088,*
57,57,0.3876550337881781,0.05952086587785743,1.6358725779542798,0.05872183526915155,*
58,58,0.8388934778049588,0.05806773831136525,1.6337941581873516,0.05836075715916721,*
59,59,0.40198307833634317,0.058085652330191806,1.5828663946766601,0.05824688842618152,*
60,60,0.670161041081883,0.05794173973845318,1.5857196399255802,0.058656613006697673,
61,61,0.35006695688934997,0.059482367389136925,1.5336913791534148,0.05819665533490479,*
62,62,0.38595808373065665,0.057993493814137764,1.5121172230690718,0.058506268257961465,*
63,63,0.47043048759223893,0.05679916216467973,1.5575481507338975,0.05883509313785716,
64,64,0.4220473964815028,0.05807754845591262,1.4880688039291845,0.05887341292476968,*
65,65,0.8419867604970932,0.05849872244289145,1.4620189222850297,0.05861664731300583,*
66,66,0.6196401561028324,0.058849293054663576,1.4361409927081121,0.0588946269580016,*
67,67,0.4407575481454842,0.05895306890306529,1.4224977523872726,0.05850095945949617,*
68,68,0.43865053390618414,0.05826948689355049,1.4071783370681499,0.05895469874682787,*
69,69,0.4268987880204804,0.057780391711276025,1.4123415239939565,0.05870859874902587,
70,70,0.6162298814742826,0.0582555820728885,1.374442517639775,0.058780732233763525,*
71,71,0.18998314780765213,0.059320174099411815,1.362478256970644,0.05864014647606956,*
72,72,0.8773310364922509,0.05743090466421563,1.3501832916744445,0.05894680542528237,*
73,73,1.0414710607146844,0.05855681508546695,1.3356116245451726,0.05901363909391588,*
74,74,0.30443566641770303,0.05758264099131338,1.3033288983824223,0.05868504634617191,*
75,75,0.409263999434188,0.05686147935921326,1.3124653661329495,0.05865426407881865,
76,76,0.5729072740650736,0.058844697749009356,1.3105056957390748,0.059018981669980444,
77,77,0.22080075347912498,0.05738164328795392,1.311779131524657,0.0588494262878636,
78,78,0.15451742897857912,0.05792431440204382,1.257208309930406,0.05917545312427377,*
79,79,0.49313083838205785,0.05866477823292371,1.246440248073716,0.059010754900641345,*
80,80,0.3520458661369048,0.05776921540382318,1.260885859516106,0.05897660564239088,
81,81,0.3447616639896296,0.05771974349045195,1.2077932161524108,0.05906834137429924,*
82,82,0.26356076772208326,0.05795029521686956,1.183436575022183,0.05866139402711078,*
83,83,1.100843248423189,0.059515212444239296,1.1901837407758362,0.05918428864771206,
84,84,0.31057151732966304,0.05742619847296737,1.1763893386643185,0.05862449054165106,*
85,85,0.34763677886803634,0.05752651664079167,1.1811890353399672,0.05920887442158633,
86,86,0.6792265713447705,0.05815917703148443,1.138909723041089,0.058449856735962,*
87,87,0.26231910433853045,0.057434830829151906,1.1470537827595284,0.0587763368103065,
88,88,0.5616709807654843,0.05854758784698788,1.1117345626809094,0.059174073225279386,*
89,89,0.20903652872948442,0.05760677839862183,1.095944163046385,0.05884115141816437,*
90,90,0.2787979679997079,0.057247859382187016,1.075685294590106,0.05880203989677523,*
91,91,0.43606750716571696,0.058230100592481904,1.0769569585786054,0.05906683740843283,
92,92,0.7707132269861177,0.058256852978956886,1.102179734546103,0.05874291972110146,
93,93,0.21689820650499314,0.05721440218621865,1.0479201685833304,0.05858529242686927,*
94,94,0.7442242332035676,0.058071992301847786,1.1104658019189773,0.059028109356662944,
95,95,0.3502699416712858,0.05791577168565709,1.0635786180923643,0.05871908833566857,
96,96,0.2605725034372881,0.05748901603510603,1.0138390705381568,0.05901192778623418,*
97,97,0.30893618482514285,0.057996630494017154,1.0247205706803422,0.058995287269844036,
98,98,0.1856305460096337,0.05843963273218833,1.027091610627739,0.05883058159808187,
99,99,0.5373857290833257,0.058391680649947375,1.040325566675318,0.058467994902380985,
100,100,0.22585134670953266,0.05726447589404415,0.9867621916101167,0.058679834890522455,*
